"is_Other_Upper_Limb_Issues","is_Knee_Issues","is_Other_Issues","is_Leg_Issues","is_Foot_Issues","is_Other_Lower_Limb_Issues","is_Ankle_Issues","is_Back_Issues","age_at_injury","height_cm","weight_kg","career_before","Rk_Ttls","G","FG_Ttls","FGA_Ttls","FG._Ttls","FT_Ttls","FTA_Ttls","FT._Ttls","TRB_Ttls","AST_Ttls","PF_Ttls","PTS_Ttls","Trp.Dbl","MP_Ttls","GS_Ttls","ORB_Ttls","DRB_Ttls","STL_Ttls","BLK_Ttls","TOV_Ttls","X3P_Ttls","X3PA_Ttls","X3P._Ttls","X2P_Ttls","X2PA_Ttls","X2P._Ttls","eFG._Ttls","Rk_PrGs","FG_PrGs","FGA_PrGs","FG._PrGs","FT_PrGs","FTA_PrGs","FT._PrGs","TRB_PrGs","AST_PrGs","PF_PrGs","PTS_PrGs","MP_PrGs","GS_PrGs","ORB_PrGs","DRB_PrGs","STL_PrGs","BLK_PrGs","TOV_PrGs","X3P_PrGs","X3PA_PrGs","X3P._PrGs","X2P_PrGs","X2PA_PrGs","X2P._PrGs","eFG._PrGs"
0,0,0,0,0,0,1,0,22,203.2,98.88,1,68,49,296,708,0.418,127,150,0.847,286,139,139,806,0,1826,39,40,246,36,16,99,87,256,0.34,209,452,0.462,0.48,54,6,14.4,0.418,2.6,3.1,0.847,5.8,2.8,2.8,16.4,37.3,39,0.8,5,0.7,0.3,2,1.8,5.2,0.34,4.3,9.2,0.462,0.48
0,0,0,0,0,0,0,1,36,215.9,106.59,12,79,78,341,672,0.507,269,395,0.681,647,94,193,951,0,2303,78,191,456,86,140,104,0,0,0,341,672,0.507,0.507,89,4.4,8.6,0.507,3.4,5.1,0.681,8.3,1.2,2.5,12.2,29.5,78,2.4,5.8,1.1,1.8,1.3,0,0,0,4.4,8.6,0.507,0.507
0,1,0,0,0,0,0,0,33,205.74,108.86,8,262,72,115,251,0.458,29,45,0.644,368,44,176,259,0,1426,21,149,219,49,26,52,0,1,0,115,250,0.46,0.458,325,1.6,3.5,0.458,0.4,0.6,0.644,5.1,0.6,2.4,3.6,19.8,21,2.1,3,0.7,0.4,0.7,0,0,0,1.6,3.5,0.46,0.458
0,0,0,0,0,1,0,0,26,195.58,101.6,3,101,75,319,619,0.515,192,274,0.701,298,107,140,839,0,1765,13,155,143,79,37,114,9,36,0.25,310,583,0.532,0.523,111,4.3,8.3,0.515,2.6,3.7,0.701,4,1.4,1.9,11.2,23.5,13,2.1,1.9,1.1,0.5,1.5,0.1,0.5,0.25,4.1,7.8,0.532,0.523
0,1,0,0,0,0,0,0,31,203.2,102.06,7,337,21,34,80,0.425,24,32,0.75,45,26,33,92,0,276,2,12,33,12,5,17,0,2,0,34,78,0.436,0.425,286,1.6,3.8,0.425,1.1,1.5,0.75,2.1,1.2,1.6,4.4,13.1,2,0.6,1.6,0.6,0.2,0.8,0,0.1,0,1.6,3.7,0.436,0.425
0,0,0,0,0,0,1,0,23,215.9,115.67,1,363,32,18,46,0.391,12,24,0.5,145,12,85,48,0,546,17,48,97,10,45,19,0,0,1,18,46,0.391,0.391,394,0.6,1.4,0.391,0.4,0.8,0.5,4.5,0.4,2.7,1.5,17.1,17,1.5,3,0.3,1.4,0.6,0,0,1,0.6,1.4,0.391,0.391
0,1,0,0,0,0,0,0,30,193.04,86.18,4,353,17,23,50,0.46,10,12,0.833,19,36,20,60,0,196,0,4,15,10,3,17,4,6,0.667,19,44,0.432,0.5,318,1.4,2.9,0.46,0.6,0.7,0.833,1.1,2.1,1.2,3.5,11.5,0,0.2,0.9,0.6,0.2,1,0.2,0.4,0.667,1.1,2.6,0.432,0.5
0,0,0,0,0,0,1,0,22,208.28,99.79,2,222,29,151,360,0.419,61,93,0.656,176,171,91,379,0,999,25,31,145,23,36,97,16,84,0.19,135,276,0.489,0.442,81,5.2,12.4,0.419,2.1,3.2,0.656,6.1,5.9,3.1,13.1,34.4,25,1.1,5,0.8,1.2,3.3,0.6,2.9,0.19,4.7,9.5,0.489,0.442
0,1,0,0,0,0,0,0,26,203.2,99.79,0,300,37,56,128,0.438,50,59,0.847,103,23,63,164,0,573,10,41,62,25,2,20,2,9,0.222,54,119,0.454,0.445,281,1.5,3.5,0.438,1.4,1.6,0.847,2.8,0.6,1.7,4.4,15.5,10,1.1,1.7,0.7,0.1,0.5,0.1,0.2,0.222,1.5,3.2,0.454,0.445
0,1,0,0,0,0,0,0,27,205.74,106.59,4,388,5,8,13,0.615,7,8,0.875,7,1,7,24,0,38,0,3,4,2,3,2,1,3,0.333,7,10,0.7,0.654,258,1.6,2.6,0.615,1.4,1.6,0.875,1.4,0.2,1.4,4.8,7.6,0,0.6,0.8,0.4,0.6,0.4,0.2,0.6,0.333,1.4,2,0.7,0.654
0,0,0,0,1,0,0,0,24,185.42,86.18,3,86,55,329,700,0.47,161,187,0.861,147,285,93,875,0,1835,55,34,113,72,8,127,56,137,0.409,273,563,0.485,0.51,52,6,12.7,0.47,2.9,3.4,0.861,2.7,5.2,1.7,15.9,33.4,55,0.6,2.1,1.3,0.1,2.3,1,2.5,0.409,5,10.2,0.485,0.51
1,0,0,0,0,0,0,0,32,195.58,86.18,9,48,74,454,1127,0.403,173,218,0.794,285,332,134,1215,1,2859,73,45,240,102,22,172,134,360,0.372,320,767,0.417,0.462,50,6.1,15.2,0.403,2.3,2.9,0.794,3.9,4.5,1.8,16.4,38.6,73,0.6,3.2,1.4,0.3,2.3,1.8,4.9,0.372,4.3,10.4,0.417,0.462
0,1,0,0,0,0,0,0,24,195.58,97.52,1,365,12,14,38,0.368,13,15,0.867,4,3,9,43,0,98,0,1,3,2,0,7,2,7,0.286,12,31,0.387,0.395,317,1.2,3.2,0.368,1.1,1.3,0.867,0.3,0.3,0.8,3.6,8.2,0,0.1,0.3,0.2,0,0.6,0.2,0.6,0.286,1,2.6,0.387,0.395
0,0,0,1,0,0,0,0,26,205.74,108.86,1,313,59,66,146,0.452,35,54,0.648,162,44,104,167,0,650,5,89,73,16,13,22,0,2,0,66,144,0.458,0.452,362,1.1,2.5,0.452,0.6,0.9,0.648,2.7,0.7,1.8,2.8,11,5,1.5,1.2,0.3,0.2,0.4,0,0,0,1.1,2.4,0.458,0.452
0,0,0,0,1,0,0,0,30,215.9,147.42,9,9,67,695,1211,0.574,451,725,0.622,742,206,229,1841,0,2535,66,259,483,38,159,196,0,0,0,695,1211,0.574,0.574,4,10.4,18.1,0.574,6.7,10.8,0.622,11.1,3.1,3.4,27.5,37.8,66,3.9,7.2,0.6,2.4,2.9,0,0,0,10.4,18.1,0.574,0.574
0,0,0,0,0,0,0,1,21,208.28,108.86,1,383,27,10,23,0.435,7,11,0.636,50,5,30,27,0,145,3,10,40,5,3,5,0,0,0.667,10,23,0.435,0.435,409,0.4,0.9,0.435,0.3,0.4,0.636,1.9,0.2,1.1,1,5.4,3,0.4,1.5,0.2,0.1,0.2,0,0,0.556,0.4,0.9,0.435,0.435
0,1,0,0,0,0,0,0,20,213.36,99.79,0,299,53,67,147,0.456,55,94,0.585,97,5,81,189,0,516,21,40,57,5,43,16,0,0,1,67,147,0.456,0.456,326,1.3,2.8,0.456,1,1.8,0.585,1.8,0.1,1.5,3.6,9.7,21,0.8,1.1,0.1,0.8,0.3,0,0,1,1.3,2.8,0.456,0.456
0,1,0,0,0,0,0,0,27,198.12,101.15,4,322,4,0,2,0,0,1,0,6,2,5,0,0,24,0,2,4,2,1,3,0,0,0.2,0,2,0,0,246,0,0.5,0,0,0.3,0,1.5,0.5,1.3,0,6,0,0.5,1,0.5,0.3,0.8,0,0,0,0,0.5,0,0
0,0,0,0,0,1,0,0,28,210.82,99.79,5,276,29,93,227,0.41,33,50,0.66,208,47,69,221,0,616,9,75,133,20,40,27,2,5,0.4,91,222,0.41,0.414,170,3.2,7.8,0.41,1.1,1.7,0.66,7.2,1.6,2.4,7.6,21.2,9,2.6,4.6,0.7,1.4,0.9,0.1,0.2,0.4,3.1,7.7,0.41,0.414
0,0,0,0,1,0,0,0,27,205.74,106.59,4,266,49,86,209,0.411,53,65,0.815,155,56,48,252,0,633,0,40,115,6,13,28,27,69,0.391,59,140,0.421,0.476,248,1.8,4.3,0.411,1.1,1.3,0.815,3.2,1.1,1,5.1,12.9,0,0.8,2.3,0.1,0.3,0.6,0.6,1.4,0.391,1.2,2.9,0.421,0.476
0,0,0,0,0,0,1,0,37,200.66,83.91,14,85,70,281,637,0.441,207,230,0.9,172,170,89,882,0,2117,70,21,151,62,4,66,113,318,0.355,168,319,0.527,0.53,83,4,9.1,0.441,3,3.3,0.9,2.5,2.4,1.3,12.6,30.2,70,0.3,2.2,0.9,0.1,0.9,1.6,4.5,0.355,2.4,4.6,0.527,0.53
0,0,0,0,0,0,0,1,39,213.36,115.67,17,206,61,194,418,0.464,47,84,0.56,366,66,147,435,0,1378,37,98,268,74,90,98,0,2,0,194,416,0.466,0.464,201,3.2,6.9,0.464,0.8,1.4,0.56,6,1.1,2.4,7.1,22.6,37,1.6,4.4,1.2,1.5,1.6,0,0,0,3.2,6.8,0.466,0.464
0,0,0,0,0,0,1,0,23,205.74,100.24,0,264,68,111,289,0.384,18,28,0.643,211,64,72,255,0,1110,12,77,134,21,27,45,15,78,0.192,96,211,0.455,0.41,319,1.6,4.3,0.384,0.3,0.4,0.643,3.1,0.9,1.1,3.8,16.3,12,1.1,2,0.3,0.4,0.7,0.2,1.1,0.192,1.4,3.1,0.455,0.41
0,1,0,0,0,0,0,0,27,208.28,127.01,5,330,26,41,93,0.441,22,29,0.759,89,4,46,104,0,403,2,25,64,9,8,25,0,0,0.75,41,93,0.441,0.441,303,1.6,3.6,0.441,0.8,1.1,0.759,3.4,0.2,1.8,4,15.5,2,1,2.5,0.3,0.3,1,0,0,0.333,1.6,3.6,0.441,0.441
0,0,0,0,0,0,0,1,21,205.74,124.74,0,409,11,3,9,0.333,1,3,0.333,6,1,7,7,0,31,0,0,6,0,0,2,0,0,0.333,3,9,0.333,0.333,418,0.3,0.8,0.333,0.1,0.3,0.333,0.5,0.1,0.6,0.6,2.8,0,0,0.5,0,0,0.2,0,0,0.333,0.3,0.8,0.333,0.333
0,0,0,0,0,0,0,1,24,210.82,111.13,1,249,59,107,193,0.554,82,109,0.752,250,18,139,296,0,900,34,103,147,11,23,48,0,0,0.5,107,193,0.554,0.554,264,1.8,3.3,0.554,1.4,1.8,0.752,4.2,0.3,2.4,5,15.3,34,1.7,2.5,0.2,0.4,0.8,0,0,0.5,1.8,3.3,0.554,0.554
0,0,0,0,0,1,0,0,27,208.28,102.06,6,215,54,151,328,0.46,102,131,0.779,270,38,171,404,0,1117,21,111,159,14,55,43,0,2,0,151,326,0.463,0.46,174,2.8,6.1,0.46,1.9,2.4,0.779,5,0.7,3.2,7.5,20.7,21,2.1,2.9,0.3,1,0.8,0,0,0,2.8,6,0.463,0.46
0,0,0,0,0,1,0,0,32,198.12,97.52,8,186,66,178,427,0.417,85,107,0.794,190,72,120,489,0,1237,0,51,139,31,13,56,48,127,0.378,130,300,0.433,0.473,190,2.7,6.5,0.417,1.3,1.6,0.794,2.9,1.1,1.8,7.4,18.7,0,0.8,2.1,0.5,0.2,0.8,0.7,1.9,0.378,2,4.5,0.433,0.473
0,1,0,0,0,0,0,0,26,205.74,131.54,3,349,16,25,53,0.472,17,25,0.68,73,2,33,67,0,230,8,37,36,1,12,9,0,0,0.391,25,53,0.472,0.472,293,1.6,3.3,0.472,1.1,1.6,0.68,4.6,0.1,2.1,4.2,14.4,8,2.3,2.3,0.1,0.8,0.6,0,0,0.333,1.6,3.3,0.472,0.472
0,0,0,0,0,0,1,0,21,200.66,100.7,0,310,51,61,171,0.357,20,32,0.625,140,20,68,145,0,666,5,45,95,34,13,23,3,39,0.077,58,132,0.439,0.365,345,1.2,3.4,0.357,0.4,0.6,0.625,2.7,0.4,1.3,2.8,13.1,5,0.9,1.9,0.7,0.3,0.5,0.1,0.8,0.077,1.1,2.6,0.439,0.365
0,0,0,1,0,0,0,0,29,195.58,90.72,6,216,55,135,328,0.412,103,148,0.696,167,177,108,401,0,1130,0,58,109,45,2,82,28,85,0.329,107,243,0.44,0.454,179,2.5,6,0.412,1.9,2.7,0.696,3,3.2,2,7.3,20.5,0,1.1,2,0.8,0,1.5,0.5,1.5,0.329,1.9,4.4,0.44,0.454
0,0,0,0,1,0,0,0,25,208.28,100.24,3,304,35,67,159,0.421,26,41,0.634,129,6,79,160,0,445,0,47,82,16,21,25,0,0,0,67,159,0.421,0.421,271,1.9,4.5,0.421,0.7,1.2,0.634,3.7,0.2,2.3,4.6,12.7,0,1.3,2.3,0.5,0.6,0.7,0,0,0,1.9,4.5,0.421,0.421
0,0,0,0,0,1,0,0,27,195.58,86.18,3,379,6,10,24,0.417,5,5,1,6,8,16,29,0,87,1,1,5,5,1,6,4,11,0.364,6,13,0.462,0.5,259,1.7,4,0.417,0.8,0.8,1,1,1.3,2.7,4.8,14.5,1,0.2,0.8,0.8,0.2,1,0.7,1.8,0.364,1,2.2,0.462,0.5
0,1,0,0,0,0,0,0,37,208.28,97.52,14,385,5,13,25,0.52,0,0,0.833,8,7,5,26,0,85,1,2,6,3,0,1,0,0,0.667,13,25,0.52,0.52,246,2.6,5,0.52,0,0,0.75,1.6,1.4,1,5.2,17,1,0.4,1.2,0.6,0,0.2,0,0,0.667,2.6,5,0.52,0.52
0,0,0,0,0,0,1,0,26,210.82,108.86,3,141,69,266,514,0.518,60,88,0.682,330,54,264,639,0,1611,43,125,205,35,91,46,47,116,0.405,219,398,0.55,0.563,135,3.9,7.4,0.518,0.9,1.3,0.682,4.8,0.8,3.8,9.3,23.3,43,1.8,3,0.5,1.3,0.7,0.7,1.7,0.405,3.2,5.8,0.55,0.563
0,1,0,0,0,0,0,0,30,185.42,77.11,8,39,27,129,314,0.411,65,77,0.844,85,113,35,357,0,757,2,9,76,14,4,40,34,98,0.347,95,216,0.44,0.465,36,4.8,11.6,0.411,2.4,2.9,0.844,3.1,4.2,1.3,13.2,28,2,0.3,2.8,0.5,0.1,1.5,1.3,3.6,0.347,3.5,8,0.44,0.465
0,1,0,0,0,0,0,0,22,198.12,101.15,1,164,59,203,546,0.372,85,124,0.685,281,52,92,552,0,1368,13,98,183,35,10,64,61,198,0.308,142,348,0.408,0.428,134,3.4,9.3,0.372,1.4,2.1,0.685,4.8,0.9,1.6,9.4,23.2,13,1.7,3.1,0.6,0.2,1.1,1,3.4,0.308,2.4,5.9,0.408,0.428
0,0,0,0,1,0,0,0,27,208.28,113.4,3,358,23,22,59,0.373,10,15,0.667,35,3,37,54,0,223,0,8,27,5,6,14,0,1,0,22,58,0.379,0.373,360,1,2.6,0.373,0.4,0.7,0.667,1.5,0.1,1.6,2.3,9.7,0,0.3,1.2,0.2,0.3,0.6,0,0,0,1,2.5,0.379,0.373
0,1,0,0,0,0,0,0,21,205.74,95.25,1,146,67,263,642,0.41,92,155,0.594,363,176,159,618,0,2008,62,113,250,67,69,178,0,14,0,263,628,0.419,0.41,137,3.9,9.6,0.41,1.4,2.3,0.594,5.4,2.6,2.4,9.2,30,62,1.7,3.7,1,1,2.7,0,0.2,0,3.9,9.4,0.419,0.41
0,0,0,0,1,0,0,0,25,200.66,110.68,2,78,52,351,729,0.481,150,173,0.867,241,136,123,913,0,1836,42,53,188,44,22,87,61,145,0.421,290,584,0.497,0.523,42,6.8,14,0.481,2.9,3.3,0.867,4.6,2.6,2.4,17.6,35.3,42,1,3.6,0.8,0.4,1.7,1.2,2.8,0.421,5.6,11.2,0.497,0.523
0,0,0,0,0,0,1,0,31,182.88,76.2,8,231,29,94,261,0.36,46,57,0.807,46,124,77,277,0,762,20,1,45,17,1,55,43,128,0.336,51,133,0.383,0.443,185,3.2,9,0.36,1.6,2,0.807,1.6,4.3,2.7,9.6,26.3,20,0,1.6,0.6,0,1.9,1.5,4.4,0.336,1.8,4.6,0.383,0.443
0,1,0,0,0,0,0,0,26,203.2,99.79,0,300,37,56,128,0.438,50,59,0.847,103,23,63,164,0,573,10,41,62,25,2,20,2,9,0.222,54,119,0.454,0.445,281,1.5,3.5,0.438,1.4,1.6,0.847,2.8,0.6,1.7,4.4,15.5,10,1.1,1.7,0.7,0.1,0.5,0.1,0.2,0.222,1.5,3.2,0.454,0.445
0,0,0,0,0,0,1,0,25,203.2,99.79,2,181,71,180,461,0.39,83,105,0.79,286,92,180,492,0,1613,7,91,195,56,38,65,49,132,0.371,131,329,0.398,0.444,188,2.5,6.5,0.39,1.2,1.5,0.79,4,1.3,2.5,6.9,22.7,7,1.3,2.7,0.8,0.5,0.9,0.7,1.9,0.371,1.8,4.6,0.398,0.444
0,0,0,0,0,0,1,0,27,193.04,86.18,3,43,73,463,1067,0.434,242,282,0.858,303,208,185,1280,0,3044,73,70,233,95,36,166,112,318,0.352,351,749,0.469,0.486,43,6.3,14.6,0.434,3.3,3.9,0.858,4.2,2.8,2.5,17.5,41.7,73,1,3.2,1.3,0.5,2.3,1.5,4.4,0.352,4.8,10.3,0.469,0.486
0,1,0,0,0,0,0,0,34,187.96,86.18,10,367,32,16,43,0.372,9,12,0.75,26,35,36,41,0,262,0,3,23,17,2,17,0,0,0.571,16,43,0.372,0.372,399,0.5,1.3,0.372,0.3,0.4,0.75,0.8,1.1,1.1,1.3,8.2,0,0.1,0.7,0.5,0.1,0.5,0,0,0.556,0.5,1.3,0.372,0.372
0,0,0,0,0,0,1,0,27,195.58,92.99,5,15,47,351,803,0.437,178,195,0.913,218,164,149,1003,0,1683,46,45,173,57,11,117,123,311,0.395,228,492,0.463,0.514,10,7.5,17.1,0.437,3.8,4.1,0.913,4.6,3.5,3.2,21.3,35.8,46,1,3.7,1.2,0.2,2.5,2.6,6.6,0.395,4.9,10.5,0.463,0.514
0,1,0,0,0,0,0,0,23,198.12,98.88,2,61,64,343,773,0.444,325,405,0.802,322,123,194,1073,0,2006,57,77,245,55,16,147,62,177,0.35,281,596,0.471,0.484,47,5.4,12.1,0.444,5.1,6.3,0.802,5,1.9,3,16.8,31.3,57,1.2,3.8,0.9,0.3,2.3,1,2.8,0.35,4.4,9.3,0.471,0.484
0,0,0,0,0,0,0,1,26,205.74,108.86,5,251,67,115,274,0.42,66,101,0.653,368,64,143,296,0,1243,39,115,253,20,55,56,0,1,0,115,273,0.421,0.42,285,1.7,4.1,0.42,1,1.5,0.653,5.5,1,2.1,4.4,18.6,39,1.7,3.8,0.3,0.8,0.8,0,0,0,1.7,4.1,0.421,0.42
0,0,0,0,0,1,0,0,29,190.5,95.25,5,197,71,163,380,0.429,70,87,0.805,145,209,111,458,0,1275,10,23,122,38,7,98,62,160,0.388,101,220,0.459,0.511,206,2.3,5.4,0.429,1,1.2,0.805,2,2.9,1.6,6.5,18,10,0.3,1.7,0.5,0.1,1.4,0.9,2.3,0.388,1.4,3.1,0.459,0.511
0,1,0,0,0,0,0,0,27,210.82,115.67,2,400,17,7,19,0.368,3,4,0.75,29,6,35,17,0,135,3,10,19,10,7,6,0,0,0.5,7,19,0.368,0.368,406,0.4,1.1,0.368,0.2,0.2,0.75,1.7,0.4,2.1,1,7.9,3,0.6,1.1,0.6,0.4,0.4,0,0,0.308,0.4,1.1,0.368,0.368
0,1,0,0,0,0,0,0,27,213.36,122.02,3,202,36,186,436,0.427,69,105,0.657,328,47,110,441,0,1369,36,57,271,18,79,98,0,0,0,186,436,0.427,0.427,87,5.2,12.1,0.427,1.9,2.9,0.657,9.1,1.3,3.1,12.3,38,36,1.6,7.5,0.5,2.2,2.7,0,0,0,5.2,12.1,0.427,0.427
0,0,0,0,0,0,0,1,21,208.28,108.86,1,383,27,10,23,0.435,7,11,0.636,50,5,30,27,0,145,3,10,40,5,3,5,0,0,0.667,10,23,0.435,0.435,409,0.4,0.9,0.435,0.3,0.4,0.636,1.9,0.2,1.1,1,5.4,3,0.4,1.5,0.2,0.1,0.2,0,0,0.556,0.4,0.9,0.435,0.435
0,0,0,0,1,0,0,0,32,208.28,108.86,9,252,44,127,301,0.422,28,37,0.757,221,77,116,285,0,1129,40,59,162,39,30,61,3,9,0.333,124,292,0.425,0.427,220,2.9,6.8,0.422,0.6,0.8,0.757,5,1.8,2.6,6.5,25.7,40,1.3,3.7,0.9,0.7,1.4,0.1,0.2,0.333,2.8,6.6,0.425,0.427
0,0,0,0,0,0,0,1,30,210.82,106.59,6,287,30,82,163,0.503,23,38,0.605,132,21,52,188,0,648,18,46,86,16,20,18,1,2,0.5,81,161,0.503,0.506,210,2.7,5.4,0.503,0.8,1.3,0.605,4.4,0.7,1.7,6.3,21.6,18,1.5,2.9,0.5,0.7,0.6,0,0.1,0.5,2.7,5.4,0.503,0.506
0,0,0,0,0,0,0,1,27,210.82,120.2,4,331,23,40,87,0.46,23,38,0.605,106,6,50,103,0,325,0,46,60,13,15,15,0,0,0.391,40,87,0.46,0.46,276,1.7,3.8,0.46,1,1.7,0.605,4.6,0.3,2.2,4.5,14.1,0,2,2.6,0.6,0.7,0.7,0,0,0,1.7,3.8,0.46,0.46
0,1,0,0,0,0,0,0,31,203.2,102.06,7,337,21,34,80,0.425,24,32,0.75,45,26,33,92,0,276,2,12,33,12,5,17,0,2,0,34,78,0.436,0.425,286,1.6,3.8,0.425,1.1,1.5,0.75,2.1,1.2,1.6,4.4,13.1,2,0.6,1.6,0.6,0.2,0.8,0,0.1,0,1.6,3.7,0.436,0.425
0,0,0,0,0,0,0,1,25,187.96,92.99,1,402,12,6,23,0.261,3,4,0.75,8,10,6,16,0,55,0,1,7,2,0,14,1,1,1,5,22,0.227,0.283,401,0.5,1.9,0.261,0.3,0.3,0.75,0.7,0.8,0.5,1.3,4.6,0,0.1,0.6,0.2,0,1.2,0.1,0.1,1,0.4,1.8,0.227,0.283
0,0,0,0,0,0,1,0,31,182.88,76.2,8,231,29,94,261,0.36,46,57,0.807,46,124,77,277,0,762,20,1,45,17,1,55,43,128,0.336,51,133,0.383,0.443,185,3.2,9,0.36,1.6,2,0.807,1.6,4.3,2.7,9.6,26.3,20,0,1.6,0.6,0,1.9,1.5,4.4,0.336,1.8,4.6,0.383,0.443
0,0,0,0,0,1,0,0,34,193.04,88.45,5,338,24,32,88,0.364,17,22,0.773,43,36,28,88,0,340,1,5,38,12,2,25,7,29,0.241,25,59,0.424,0.403,312,1.3,3.7,0.364,0.7,0.9,0.773,1.8,1.5,1.2,3.7,14.2,1,0.2,1.6,0.5,0.1,1,0.3,1.2,0.241,1,2.5,0.424,0.403
0,0,0,0,0,0,1,0,21,205.74,124.74,0,409,11,3,9,0.333,1,3,0.333,6,1,7,7,0,31,0,0,6,0,0,2,0,0,0.333,3,9,0.333,0.333,418,0.3,0.8,0.333,0.1,0.3,0.333,0.5,0.1,0.6,0.6,2.8,0,0,0.5,0,0,0.2,0,0,0.333,0.3,0.8,0.333,0.333
1,0,0,0,0,0,0,0,31,198.12,88.45,7,119,66,274,601,0.456,79,97,0.814,192,112,64,727,0,1941,44,24,168,42,19,56,100,231,0.433,174,370,0.47,0.539,99,4.2,9.1,0.456,1.2,1.5,0.814,2.9,1.7,1,11,29.4,44,0.4,2.5,0.6,0.3,0.8,1.5,3.5,0.433,2.6,5.6,0.47,0.539
0,1,0,0,0,0,0,0,21,210.82,91.63,2,159,78,198,460,0.43,140,181,0.773,244,62,147,581,0,1647,17,64,180,19,49,96,45,125,0.36,153,335,0.457,0.479,189,2.5,5.9,0.43,1.8,2.3,0.773,3.1,0.8,1.9,7.4,21.1,17,0.8,2.3,0.2,0.6,1.2,0.6,1.6,0.36,2,4.3,0.457,0.479
1,0,0,0,0,0,0,0,29,185.42,83.91,4,81,59,340,732,0.464,126,149,0.846,219,182,126,895,0,1676,26,57,162,71,3,106,89,235,0.379,251,497,0.505,0.525,60,5.8,12.4,0.464,2.1,2.5,0.846,3.7,3.1,2.1,15.2,28.4,26,1,2.7,1.2,0.1,1.8,1.5,4,0.379,4.3,8.4,0.505,0.525
0,0,0,0,0,0,1,0,30,180.34,82.55,7,150,72,231,583,0.396,105,123,0.854,147,255,174,603,0,1807,52,26,121,44,7,106,36,109,0.33,195,474,0.411,0.427,152,3.2,8.1,0.396,1.5,1.7,0.854,2,3.5,2.4,8.4,25.1,52,0.4,1.7,0.6,0.1,1.5,0.5,1.5,0.33,2.7,6.6,0.411,0.427
1,0,0,0,0,0,0,0,22,203.2,111.13,0,280,67,66,140,0.471,80,154,0.519,445,34,173,212,0,1365,60,167,278,38,11,52,0,0,0,66,140,0.471,0.471,329,1,2.1,0.471,1.2,2.3,0.519,6.6,0.5,2.6,3.2,20.4,60,2.5,4.1,0.6,0.2,0.8,0,0,0,1,2.1,0.471,0.471
0,1,0,0,0,0,0,0,27,205.74,106.59,5,388,5,8,13,0.615,7,8,0.875,7,1,7,24,0,38,0,3,4,2,3,2,1,3,0.333,7,10,0.7,0.654,258,1.6,2.6,0.615,1.4,1.6,0.875,1.4,0.2,1.4,4.8,7.6,0,0.6,0.8,0.4,0.6,0.4,0.2,0.6,0.333,1.4,2,0.7,0.654
1,0,0,0,0,0,0,0,23,193.04,86.18,0,384,12,9,26,0.346,5,8,0.625,1,3,0,23,0,42,0,0,1,4,0,4,0,4,0,9,22,0.409,0.346,374,0.8,2.2,0.346,0.4,0.7,0.625,0.1,0.3,0,1.9,3.5,0,0,0.1,0.3,0,0.3,0,0.3,0,0.8,1.8,0.409,0.346
0,1,0,0,0,0,0,0,25,203.2,111.13,2,415,5,1,4,0.25,2,2,1,5,1,0,4,0,15,0,3,2,0,0,1,0,1,0,1,3,0.333,0.25,415,0.2,0.8,0.25,0.4,0.4,1,1,0.2,0,0.8,3,0,0.6,0.4,0,0,0.2,0,0.2,0,0.2,0.6,0.333,0.25
0,1,0,0,0,0,0,0,23,203.2,106.59,0,335,35,23,85,0.271,18,28,0.643,69,7,57,64,0,322,1,30,39,4,16,21,0,0,0.273,23,85,0.271,0.271,373,0.7,2.4,0.271,0.5,0.8,0.643,2,0.2,1.6,1.8,9.2,1,0.9,1.1,0.1,0.5,0.6,0,0,0.25,0.7,2.4,0.271,0.271
1,0,0,0,0,0,0,0,35,200.66,97.52,13,162,62,196,457,0.429,63,83,0.759,154,65,99,556,0,1532,26,28,126,23,5,55,101,254,0.398,95,203,0.468,0.539,142,3.2,7.4,0.429,1,1.3,0.759,2.5,1,1.6,9,24.7,26,0.5,2,0.4,0.1,0.9,1.6,4.1,0.398,1.5,3.3,0.468,0.539
1,0,0,0,0,0,0,0,26,203.2,99.79,1,300,37,56,128,0.438,50,59,0.847,103,23,63,164,0,573,10,41,62,25,2,20,2,9,0.222,54,119,0.454,0.445,281,1.5,3.5,0.438,1.4,1.6,0.847,2.8,0.6,1.7,4.4,15.5,10,1.1,1.7,0.7,0.1,0.5,0.1,0.2,0.222,1.5,3.2,0.454,0.445
1,0,0,0,0,0,0,0,34,205.74,108.86,12,243,32,85,197,0.431,33,45,0.733,267,32,104,203,0,855,25,70,197,31,19,52,0,0,1,85,197,0.431,0.431,231,2.7,6.2,0.431,1,1.4,0.733,8.3,1,3.3,6.3,26.7,25,2.2,6.2,1,0.6,1.6,0,0,1,2.7,6.2,0.431,0.431
0,1,0,0,0,0,0,0,22,210.82,113.4,0,396,12,6,20,0.3,7,18,0.389,17,3,9,19,0,72,0,6,11,0,3,7,0,0,0.273,6,20,0.3,0.3,389,0.5,1.7,0.3,0.6,1.5,0.389,1.4,0.3,0.8,1.6,6,0,0.5,0.9,0,0.3,0.6,0,0,0.273,0.5,1.7,0.3,0.3
