"is_Other_Upper_Limb_Issues","is_Knee_Issues","is_Other_Issues","is_Leg_Issues","is_Foot_Issues","is_Other_Lower_Limb_Issues","is_Ankle_Issues","is_Back_Issues","age_at_injury","height_cm","weight_kg","career_before","Rk_Ttls","G","FG_Ttls","FGA_Ttls","FG._Ttls","FT_Ttls","FTA_Ttls","FT._Ttls","TRB_Ttls","AST_Ttls","PF_Ttls","PTS_Ttls","Trp.Dbl","MP_Ttls","GS_Ttls","ORB_Ttls","DRB_Ttls","STL_Ttls","BLK_Ttls","TOV_Ttls","X3P_Ttls","X3PA_Ttls","X3P._Ttls","X2P_Ttls","X2PA_Ttls","X2P._Ttls","eFG._Ttls","Rk_PrGs","FG_PrGs","FGA_PrGs","FG._PrGs","FT_PrGs","FTA_PrGs","FT._PrGs","TRB_PrGs","AST_PrGs","PF_PrGs","PTS_PrGs","MP_PrGs","GS_PrGs","ORB_PrGs","DRB_PrGs","STL_PrGs","BLK_PrGs","TOV_PrGs","X3P_PrGs","X3PA_PrGs","X3P._PrGs","X2P_PrGs","X2PA_PrGs","X2P._PrGs","eFG._PrGs"
0,0,0,0,0,0,0,1,26,213.36,121.56,4,167,79,222,432,0.514,131,224,0.585,467,46,232,575,0,1879,70,200,267,30,104,97,0,0,0,222,432,0.514,0.514,207,2.8,5.5,0.514,1.7,2.8,0.585,5.9,0.6,2.9,7.3,23.8,70,2.5,3.4,0.4,1.3,1.2,0,0,0,2.8,5.5,0.514,0.514
0,1,0,0,0,0,0,0,34,215.9,147.42,13,146,40,283,479,0.591,124,294,0.422,297,79,139,690,0,1135,39,97,200,8,55,95,0,0,0.267,283,479,0.591,0.591,47,7.1,12,0.591,3.1,7.4,0.422,7.4,2,3.5,17.3,28.4,39,2.4,5,0.2,1.4,2.4,0,0,0.267,7.1,12,0.591,0.591
0,0,0,0,0,0,0,1,32,210.82,99.79,9,124,70,312,659,0.473,161,221,0.729,816,223,183,785,0,2369,70,164,652,87,231,122,0,2,0,312,657,0.475,0.473,124,4.5,9.4,0.473,2.3,3.2,0.729,11.7,3.2,2.6,11.2,33.8,70,2.3,9.3,1.2,3.3,1.7,0,0,0,4.5,9.4,0.475,0.473
0,0,0,0,0,1,0,0,27,210.82,102.51,9,68,51,380,805,0.472,261,368,0.709,476,133,177,1024,0,1802,47,102,374,27,117,151,3,10,0.3,377,795,0.474,0.474,27,7.5,15.8,0.472,5.1,7.2,0.709,9.3,2.6,3.5,20.1,35.3,47,2,7.3,0.5,2.3,3,0.1,0.2,0.3,7.4,15.6,0.474,0.474
0,0,0,0,0,0,1,0,23,190.5,92.99,1,267,54,106,233,0.455,39,50,0.78,52,92,55,275,0,586,3,18,34,14,2,53,24,70,0.343,82,163,0.503,0.506,263,2,4.3,0.455,0.7,0.9,0.78,1,1.7,1,5.1,10.9,3,0.3,0.6,0.3,0,1,0.4,1.3,0.343,1.5,3,0.503,0.506
0,0,0,1,0,0,0,0,31,195.58,98.43,6,285,52,98,204,0.48,41,53,0.774,227,89,113,237,0,1245,45,75,152,51,9,39,0,2,0,98,202,0.485,0.48,287,1.9,3.9,0.48,0.8,1,0.774,4.4,1.7,2.2,4.6,23.9,45,1.4,2.9,1,0.2,0.8,0,0,0,1.9,3.9,0.485,0.48
0,0,0,0,0,0,1,0,27,203.2,98.88,5,39,81,472,1148,0.411,268,341,0.786,312,225,195,1329,0,2910,81,48,264,104,43,203,117,339,0.345,355,809,0.439,0.462,49,5.8,14.2,0.411,3.3,4.2,0.786,3.9,2.8,2.4,16.4,35.9,81,0.6,3.3,1.3,0.5,2.5,1.4,4.2,0.345,4.4,10,0.439,0.462
0,0,0,0,0,0,1,0,29,203.2,97.52,6,194,67,159,395,0.403,48,61,0.787,319,89,196,483,0,1914,63,33,286,54,20,58,117,290,0.403,42,105,0.4,0.551,211,2.4,5.9,0.403,0.7,0.9,0.787,4.8,1.3,2.9,7.2,28.6,63,0.5,4.3,0.8,0.3,0.9,1.7,4.3,0.403,0.6,1.6,0.4,0.551
0,1,0,0,0,0,0,0,30,185.42,86.18,7,126,59,268,606,0.442,85,98,0.867,139,287,101,728,0,1874,56,6,133,53,5,100,107,288,0.372,161,318,0.506,0.531,101,4.5,10.3,0.442,1.4,1.7,0.867,2.4,4.9,1.7,12.3,31.8,56,0.1,2.3,0.9,0.1,1.7,1.8,4.9,0.372,2.7,5.4,0.506,0.531
1,0,0,0,0,0,0,0,30,208.28,99.79,8,197,53,164,387,0.424,94,113,0.832,192,37,121,472,0,1090,0,54,138,31,11,71,50,136,0.368,114,251,0.454,0.488,166,3.1,7.3,0.424,1.8,2.1,0.832,3.6,0.7,2.3,8.9,20.6,0,1,2.6,0.6,0.2,1.3,0.9,2.6,0.368,2.2,4.7,0.454,0.488
0,0,0,0,1,0,0,0,33,203.2,95.25,11,95,26,110,239,0.46,82,101,0.812,82,68,55,330,0,747,23,13,69,10,3,50,28,57,0.491,82,182,0.451,0.519,95,4.2,9.2,0.46,3.2,3.9,0.812,3.2,2.6,2.1,12.7,28.7,23,0.5,2.7,0.4,0.1,1.9,1.1,2.2,0.491,3.2,7,0.451,0.519
0,0,0,0,0,0,0,1,19,200.66,104.33,0,217,61,139,348,0.399,61,71,0.859,130,34,90,404,0,1070,18,29,101,21,14,43,65,182,0.357,74,166,0.446,0.493,223,2.3,5.7,0.399,1,1.2,0.859,2.1,0.6,1.5,6.6,17.5,18,0.5,1.7,0.3,0.2,0.7,1.1,3,0.357,1.2,2.7,0.446,0.493
0,0,0,0,0,0,1,0,30,220.98,107.95,8,47,78,450,889,0.506,317,380,0.834,591,91,280,1217,0,2283,78,245,346,38,136,155,0,5,0,450,884,0.509,0.506,56,5.8,11.4,0.506,4.1,4.9,0.834,7.6,1.2,3.6,15.6,29.3,78,3.1,4.4,0.5,1.7,2,0,0.1,0,5.8,11.3,0.509,0.506
0,0,0,1,0,0,0,0,28,195.58,95.25,2,337,8,15,35,0.429,4,5,0.8,10,6,8,42,0,117,0,0,10,1,0,4,8,22,0.364,7,13,0.538,0.543,332,1.9,4.4,0.429,0.5,0.6,0.8,1.3,0.8,1,5.3,14.6,0,0,1.3,0.1,0,0.5,1,2.8,0.364,0.9,1.6,0.538,0.543
0,1,0,0,0,0,0,0,28,205.74,106.14,5,127,56,297,600,0.495,121,170,0.712,353,79,171,720,0,1546,49,93,260,43,52,72,5,22,0.227,292,578,0.505,0.499,89,5.3,10.7,0.495,2.2,3,0.712,6.3,1.4,3.1,12.9,27.6,49,1.7,4.6,0.8,0.9,1.3,0.1,0.4,0.227,5.2,10.3,0.505,0.499
0,1,0,0,0,0,0,0,26,215.9,115.67,5,247,56,131,239,0.548,82,154,0.532,391,43,149,344,0,1395,52,146,245,20,130,76,0,0,0.333,131,239,0.548,0.548,235,2.3,4.3,0.548,1.5,2.8,0.532,7,0.8,2.7,6.1,24.9,52,2.6,4.4,0.4,2.3,1.4,0,0,0.333,2.3,4.3,0.548,0.548
0,0,0,0,0,0,0,1,26,198.12,98.88,6,168,32,167,375,0.445,212,256,0.828,169,66,95,570,0,943,13,28,141,19,4,78,24,71,0.338,143,304,0.47,0.477,41,5.2,11.7,0.445,6.6,8,0.828,5.3,2.1,3,17.8,29.5,13,0.9,4.4,0.6,0.1,2.4,0.8,2.2,0.338,4.5,9.5,0.47,0.477
0,0,1,0,0,0,0,0,35,200.66,97.52,11,388,29,24,61,0.393,2,5,0.4,23,13,20,59,0,228,1,4,19,6,1,11,9,33,0.273,15,28,0.536,0.467,401,0.8,2.1,0.393,0.1,0.2,0.4,0.8,0.4,0.7,2,7.9,1,0.1,0.7,0.2,0,0.4,0.3,1.1,0.273,0.5,1,0.536,0.467
0,0,1,0,0,0,0,0,20,205.74,99.79,1,59,78,442,954,0.463,207,276,0.75,516,147,128,1112,0,2604,56,127,389,72,50,105,21,78,0.269,421,876,0.481,0.474,71,5.7,12.2,0.463,2.7,3.5,0.75,6.6,1.9,1.6,14.3,33.4,56,1.6,5,0.9,0.6,1.3,0.3,1,0.269,5.4,11.2,0.481,0.474
0,0,0,1,0,0,0,0,26,187.96,91.63,4,205,27,111,221,0.502,64,79,0.81,60,77,42,291,0,594,0,9,51,19,1,38,5,14,0.357,106,207,0.512,0.514,237,4.1,8.2,0.502,2.4,2.9,0.81,2.2,2.9,1.6,10.8,22,0,0.3,1.9,0.7,0,1.4,0.2,0.5,0.357,3.9,7.7,0.512,0.514
0,0,0,0,0,1,0,0,26,198.12,88.45,7,26,36,255,595,0.429,146,181,0.807,164,173,99,689,0,1460,36,25,139,42,8,98,33,117,0.282,222,478,0.464,0.456,30,7.1,16.5,0.429,4.1,5,0.807,4.6,4.8,2.8,19.1,40.6,36,0.7,3.9,1.2,0.2,2.7,0.9,3.3,0.282,6.2,13.3,0.464,0.456
0,0,0,0,0,0,1,0,30,185.42,77.11,8,307,34,74,195,0.379,26,32,0.813,48,73,23,202,0,554,6,8,40,14,2,40,28,80,0.35,46,115,0.4,0.451,250,2.2,5.7,0.379,0.8,0.9,0.813,1.4,2.1,0.7,5.9,16.3,6,0.2,1.2,0.4,0.1,1.2,0.8,2.4,0.35,1.4,3.4,0.4,0.451
0,0,0,0,0,0,0,1,23,185.42,83.91,1,144,74,215,538,0.4,117,143,0.818,220,373,152,647,1,2155,38,28,192,70,3,117,100,278,0.36,115,260,0.442,0.493,170,2.9,7.3,0.4,1.6,1.9,0.818,3,5,2.1,8.7,29.1,38,0.4,2.6,0.9,0,1.6,1.4,3.8,0.36,1.6,3.5,0.442,0.493
0,0,0,0,0,0,1,0,21,203.2,113.4,2,2,79,875,1823,0.48,601,814,0.738,556,521,181,2478,5,3361,79,75,481,123,66,260,127,379,0.335,748,1444,0.518,0.515,3,11.1,23.1,0.48,7.6,10.3,0.738,7,6.6,2.3,31.4,42.5,79,0.9,6.1,1.6,0.8,3.3,1.6,4.8,0.335,9.5,18.3,0.518,0.515
0,0,0,0,0,0,0,1,29,190.5,88.45,6,201,44,140,343,0.408,175,211,0.829,157,170,126,497,0,1237,30,33,124,41,12,100,42,111,0.378,98,232,0.422,0.469,121,3.2,7.8,0.408,4,4.8,0.829,3.6,3.9,2.9,11.3,28.1,30,0.8,2.8,0.9,0.3,2.3,1,2.5,0.378,2.2,5.3,0.422,0.469
0,0,0,0,0,1,0,0,29,187.96,81.65,9,50,74,395,952,0.415,297,386,0.769,213,403,185,1210,0,2748,74,36,177,71,10,179,123,345,0.357,272,607,0.448,0.48,61,5.3,12.9,0.415,4,5.2,0.769,2.9,5.4,2.5,16.4,37.1,74,0.5,2.4,1,0.1,2.4,1.7,4.7,0.357,3.7,8.2,0.448,0.48
0,1,0,0,0,0,0,0,24,205.74,117.93,4,38,74,536,1229,0.436,245,343,0.714,592,144,185,1333,0,2545,71,193,399,57,14,165,16,55,0.291,520,1174,0.443,0.443,39,7.2,16.6,0.436,3.3,4.6,0.714,8,1.9,2.5,18,34.4,71,2.6,5.4,0.8,0.2,2.2,0.2,0.7,0.291,7,15.9,0.443,0.443
0,0,0,0,0,0,1,0,30,193.04,86.18,7,52,79,429,1008,0.426,229,273,0.839,341,238,208,1170,0,2979,74,50,291,93,36,145,83,245,0.339,346,763,0.453,0.467,65,5.4,12.8,0.426,2.9,3.5,0.839,4.3,3,2.6,14.8,37.7,74,0.6,3.7,1.2,0.5,1.8,1.1,3.1,0.339,4.4,9.7,0.453,0.467
0,0,0,1,0,0,0,0,23,190.5,87.09,1,118,80,292,593,0.492,215,261,0.824,196,296,242,813,0,2081,61,45,151,96,21,146,14,50,0.28,278,543,0.512,0.504,141,3.7,7.4,0.492,2.7,3.3,0.824,2.5,3.7,3,10.2,26,61,0.6,1.9,1.2,0.3,1.8,0.2,0.6,0.28,3.5,6.8,0.512,0.504
0,0,0,0,0,0,0,1,28,205.74,116.12,4,235,65,159,277,0.574,77,138,0.558,377,29,162,395,0,1246,32,136,241,22,89,71,0,0,0.333,159,277,0.574,0.574,246,2.4,4.3,0.574,1.2,2.1,0.558,5.8,0.4,2.5,6.1,19.2,32,2.1,3.7,0.3,1.4,1.1,0,0,0.333,2.4,4.3,0.574,0.574
0,0,0,0,0,0,1,0,21,203.2,113.4,2,2,79,875,1823,0.48,601,814,0.738,556,521,181,2478,5,3361,79,75,481,123,66,260,127,379,0.335,748,1444,0.518,0.515,3,11.1,23.1,0.48,7.6,10.3,0.738,7,6.6,2.3,31.4,42.5,79,0.9,6.1,1.6,0.8,3.3,1.6,4.8,0.335,9.5,18.3,0.518,0.515
0,0,0,0,1,0,0,0,25,213.36,113.4,4,19,80,600,1194,0.503,425,617,0.689,713,371,184,1628,1,3135,80,191,522,46,153,235,3,12,0.25,597,1182,0.505,0.504,21,7.5,14.9,0.503,5.3,7.7,0.689,8.9,4.6,2.3,20.4,39.2,80,2.4,6.5,0.6,1.9,2.9,0,0.2,0.25,7.5,14.8,0.505,0.504
0,0,0,1,0,0,0,0,25,198.12,90.72,2,149,62,246,512,0.48,138,183,0.754,224,172,143,634,0,1766,29,81,143,67,13,100,4,19,0.211,242,493,0.491,0.484,131,4,8.3,0.48,2.2,3,0.754,3.6,2.8,2.3,10.2,28.5,29,1.3,2.3,1.1,0.2,1.6,0.1,0.3,0.211,3.9,8,0.491,0.484
0,0,0,0,0,0,1,0,21,203.2,111.13,0,290,61,77,173,0.445,57,81,0.704,116,15,87,213,0,519,2,38,78,10,13,16,2,13,0.154,75,160,0.469,0.451,319,1.3,2.8,0.445,0.9,1.3,0.704,1.9,0.2,1.4,3.5,8.5,2,0.6,1.3,0.2,0.2,0.3,0,0.2,0.154,1.2,2.6,0.469,0.451
0,0,0,0,0,0,1,0,26,213.36,120.2,5,158,59,230,459,0.501,144,201,0.716,373,61,214,604,0,1541,56,137,236,16,73,83,0,0,0,230,459,0.501,0.501,132,3.9,7.8,0.501,2.4,3.4,0.716,6.3,1,3.6,10.2,26.1,56,2.3,4,0.3,1.2,1.4,0,0,0,3.9,7.8,0.501,0.501
0,0,0,0,0,1,0,0,28,190.5,88.45,4,90,72,346,889,0.389,172,239,0.72,240,494,190,925,0,2243,72,60,180,117,25,200,61,193,0.316,285,696,0.409,0.424,97,4.8,12.3,0.389,2.4,3.3,0.72,3.3,6.9,2.6,12.8,31.2,72,0.8,2.5,1.6,0.3,2.8,0.8,2.7,0.316,4,9.7,0.409,0.424
0,1,0,0,0,0,0,0,37,182.88,77.11,11,326,62,43,128,0.336,33,42,0.786,81,86,71,130,0,622,2,18,63,27,3,58,11,48,0.229,32,80,0.4,0.379,394,0.7,2.1,0.336,0.5,0.7,0.786,1.3,1.4,1.1,2.1,10,2,0.3,1,0.4,0,0.9,0.2,0.8,0.229,0.5,1.3,0.4,0.379
0,0,0,0,0,0,0,1,19,200.66,104.33,0,217,61,139,348,0.399,61,71,0.859,130,34,90,404,0,1070,18,29,101,21,14,43,65,182,0.357,74,166,0.446,0.493,223,2.3,5.7,0.399,1,1.2,0.859,2.1,0.6,1.5,6.6,17.5,18,0.5,1.7,0.3,0.2,0.7,1.1,3,0.357,1.2,2.7,0.446,0.493
1,0,0,0,0,0,0,0,28,205.74,109.32,4,303,54,77,191,0.403,18,23,0.783,105,59,130,216,0,1027,17,24,81,23,18,44,44,110,0.4,33,81,0.407,0.518,316,1.4,3.5,0.403,0.3,0.4,0.783,1.9,1.1,2.4,4,19,17,0.4,1.5,0.4,0.3,0.8,0.8,2,0.4,0.6,1.5,0.407,0.518
0,0,0,0,0,0,0,1,33,208.28,102.06,10,444,2,1,3,0.333,3,4,0.75,7,0,6,5,0,44,2,2,5,1,3,1,0,0,1,1,3,0.333,0.333,381,0.5,1.5,0.333,1.5,2,0.75,3.5,0,3,2.5,22,2,1,2.5,0.5,1.5,0.5,0,0,1,0.5,1.5,0.333,0.333
0,0,0,0,0,0,0,1,35,205.74,99.79,12,367,38,29,53,0.547,18,22,0.818,85,7,56,76,0,374,7,27,58,7,14,18,0,1,0,29,52,0.558,0.547,405,0.8,1.4,0.547,0.5,0.6,0.818,2.2,0.2,1.5,2,9.8,7,0.7,1.5,0.2,0.4,0.5,0,0,0,0.8,1.4,0.558,0.547
0,0,0,0,1,0,0,0,26,213.36,113.4,4,49,59,462,858,0.538,299,400,0.748,581,201,137,1226,1,2133,59,149,432,29,126,162,3,11,0.273,459,847,0.542,0.54,21,7.8,14.5,0.538,5.1,6.8,0.748,9.8,3.4,2.3,20.8,36.2,59,2.5,7.3,0.5,2.1,2.7,0.1,0.2,0.273,7.8,14.4,0.542,0.54
1,0,0,0,0,0,0,0,20,205.74,107.5,0,109,64,306,706,0.433,216,265,0.815,337,121,191,839,0,2179,63,84,253,52,30,127,11,45,0.244,295,661,0.446,0.441,90,4.8,11,0.433,3.4,4.1,0.815,5.3,1.9,3,13.1,34,63,1.3,4,0.8,0.5,2,0.2,0.7,0.244,4.6,10.3,0.446,0.441
0,1,0,0,0,0,0,0,30,185.42,86.18,7,126,59,268,606,0.442,85,98,0.867,139,287,101,728,0,1874,56,6,133,53,5,100,107,288,0.372,161,318,0.506,0.531,101,4.5,10.3,0.442,1.4,1.7,0.867,2.4,4.9,1.7,12.3,31.8,56,0.1,2.3,0.9,0.1,1.7,1.8,4.9,0.372,2.7,5.4,0.506,0.531
0,0,0,0,0,0,1,0,29,210.82,118.84,7,308,56,82,175,0.469,36,41,0.878,155,22,96,200,0,698,0,44,111,18,15,30,0,1,0,82,174,0.471,0.469,330,1.5,3.1,0.469,0.6,0.7,0.878,2.8,0.4,1.7,3.6,12.5,0,0.8,2,0.3,0.3,0.5,0,0,0,1.5,3.1,0.471,0.469
0,0,1,0,0,0,0,0,28,185.42,86.18,7,29,82,471,1166,0.404,288,347,0.83,263,388,139,1403,0,2784,82,39,224,88,6,197,173,481,0.36,298,685,0.435,0.478,50,5.7,14.2,0.404,3.5,4.2,0.83,3.2,4.7,1.7,17.1,34,82,0.5,2.7,1.1,0.1,2.4,2.1,5.9,0.36,3.6,8.4,0.435,0.478
0,0,0,0,0,0,0,1,34,195.58,94.8,11,420,10,11,17,0.647,0,0,0.75,18,13,14,22,0,131,0,1,17,4,0,8,0,0,0.667,11,17,0.647,0.647,395,1.1,1.7,0.647,0,0,0.533,1.8,1.3,1.4,2.2,13.1,0,0.1,1.7,0.4,0,0.8,0,0,0.5,1.1,1.7,0.647,0.647
1,0,0,0,0,0,0,0,24,210.82,122.47,4,251,41,143,242,0.591,59,134,0.44,244,75,124,345,0,1132,28,81,163,39,49,76,0,1,0,143,241,0.593,0.591,182,3.5,5.9,0.591,1.4,3.3,0.44,6,1.8,3,8.4,27.6,28,2,4,1,1.2,1.9,0,0,0,3.5,5.9,0.593,0.591
0,0,0,0,1,0,0,0,21,203.2,97.52,1,196,57,200,371,0.539,106,171,0.62,249,65,134,506,0,1278,7,98,151,59,19,84,0,7,0,200,364,0.549,0.539,172,3.5,6.5,0.539,1.9,3,0.62,4.4,1.1,2.4,8.9,22.4,7,1.7,2.6,1,0.3,1.5,0,0.1,0,3.5,6.4,0.549,0.539
0,0,0,1,0,0,0,0,22,200.66,95.25,0,436,14,5,13,0.385,3,8,0.375,7,6,7,13,0,33,0,5,2,2,0,8,0,0,0.333,5,13,0.385,0.385,444,0.4,0.9,0.385,0.2,0.6,0.375,0.5,0.4,0.5,0.9,2.4,0,0.4,0.1,0.1,0,0.6,0,0,0.333,0.4,0.9,0.385,0.385
1,0,0,0,0,0,0,0,24,193.04,94.35,0,380,41,23,62,0.371,15,25,0.6,44,22,38,63,0,254,0,12,32,17,4,28,2,11,0.182,21,51,0.412,0.387,427,0.6,1.5,0.371,0.4,0.6,0.6,1.1,0.5,0.9,1.5,6.2,0,0.3,0.8,0.4,0.1,0.7,0,0.3,0.182,0.5,1.2,0.412,0.387
0,0,0,1,0,0,0,0,37,210.82,104.33,14,363,46,33,74,0.446,17,26,0.654,137,12,59,83,0,464,6,59,78,10,34,15,0,0,1,33,74,0.446,0.446,413,0.7,1.6,0.446,0.4,0.6,0.654,3,0.3,1.3,1.8,10.1,6,1.3,1.7,0.2,0.7,0.3,0,0,1,0.7,1.6,0.446,0.446
0,0,1,0,0,0,0,0,24,208.28,113.4,1,318,42,53,123,0.431,41,57,0.719,146,8,118,147,0,590,25,54,92,21,19,30,0,0,0.75,53,123,0.431,0.431,320,1.3,2.9,0.431,1,1.4,0.719,3.5,0.2,2.8,3.5,14,25,1.3,2.2,0.5,0.5,0.7,0,0,0.667,1.3,2.9,0.431,0.431
0,1,0,0,0,0,0,0,20,213.36,111.13,1,261,47,124,241,0.515,53,91,0.582,264,8,142,301,0,987,20,94,170,15,56,49,0,0,0.5,124,241,0.515,0.515,228,2.6,5.1,0.515,1.1,1.9,0.582,5.6,0.2,3,6.4,21,20,2,3.6,0.3,1.2,1,0,0,0.5,2.6,5.1,0.515,0.515
0,0,0,0,0,1,0,0,34,203.2,99.79,10,386,16,15,34,0.441,4,7,0.571,14,6,6,42,0,88,0,1,13,2,0,5,8,17,0.471,7,17,0.412,0.559,374,0.9,2.1,0.441,0.3,0.4,0.571,0.9,0.4,0.4,2.6,5.5,0,0.1,0.8,0.1,0,0.3,0.5,1.1,0.471,0.4,1.1,0.412,0.559
1,0,0,0,0,0,0,0,31,208.28,113.4,7,442,3,2,6,0.333,2,2,1,3,0,4,6,0,17,0,0,3,0,1,0,0,1,0,2,5,0.4,0.333,401,0.7,2,0.333,0.7,0.7,1,1,0,1.3,2,5.7,0,0,1,0,0.3,0,0,0.3,0,0.7,1.7,0.4,0.333
0,1,0,0,0,0,0,0,30,205.74,108.86,5,369,62,27,66,0.409,20,47,0.426,141,11,114,74,0,676,7,50,91,23,17,26,0,7,0,27,59,0.458,0.409,432,0.4,1.1,0.409,0.3,0.8,0.426,2.3,0.2,1.8,1.2,10.9,7,0.8,1.5,0.4,0.3,0.4,0,0.1,0,0.4,1,0.458,0.409
0,1,0,0,0,0,0,0,22,193.04,93.89,0,316,37,62,177,0.35,40,58,0.69,47,38,71,184,0,554,0,14,33,26,7,40,20,75,0.267,42,102,0.412,0.407,276,1.7,4.8,0.35,1.1,1.6,0.69,1.3,1,1.9,5,15,0,0.4,0.9,0.7,0.2,1.1,0.5,2,0.267,1.1,2.8,0.412,0.407
0,0,0,0,0,0,0,1,28,205.74,112.49,2,276,37,118,225,0.524,46,54,0.852,134,38,105,282,0,700,1,44,90,17,10,43,0,2,0,118,223,0.529,0.524,202,3.2,6.1,0.524,1.2,1.5,0.852,3.6,1,2.8,7.6,18.9,1,1.2,2.4,0.5,0.3,1.2,0,0.1,0,3.2,6,0.529,0.524
0,0,0,0,0,1,0,0,30,195.58,95.25,7,302,28,85,207,0.411,46,82,0.561,120,31,62,217,0,590,1,26,94,24,13,57,1,7,0.143,84,200,0.42,0.413,195,3,7.4,0.411,1.6,2.9,0.561,4.3,1.1,2.2,7.8,21.1,1,0.9,3.4,0.9,0.5,2,0,0.3,0.143,3,7.1,0.42,0.413
0,0,0,1,0,0,0,0,27,187.96,91.63,4,185,72,203,478,0.425,132,166,0.795,134,202,131,552,0,1304,5,31,103,39,2,90,14,51,0.275,189,427,0.443,0.439,197,2.8,6.6,0.425,1.8,2.3,0.795,1.9,2.8,1.8,7.7,18.1,5,0.4,1.4,0.5,0,1.3,0.2,0.7,0.275,2.6,5.9,0.443,0.439
0,0,0,0,1,0,0,0,30,210.82,110.68,7,178,63,224,494,0.453,115,149,0.772,401,224,155,568,1,1783,56,79,322,38,39,108,5,33,0.152,219,461,0.475,0.459,170,3.6,7.8,0.453,1.8,2.4,0.772,6.4,3.6,2.5,9,28.3,56,1.3,5.1,0.6,0.6,1.7,0.1,0.5,0.152,3.5,7.3,0.475,0.459
0,1,0,0,0,0,0,0,34,215.9,147.42,13,146,40,283,479,0.591,124,294,0.422,297,79,139,690,0,1135,39,97,200,8,55,95,0,0,0.267,283,479,0.591,0.591,47,7.1,12,0.591,3.1,7.4,0.422,7.4,2,3.5,17.3,28.4,39,2.4,5,0.2,1.4,2.4,0,0,0.267,7.1,12,0.591,0.591
0,0,0,0,0,1,0,0,30,195.58,95.25,7,302,28,85,207,0.411,46,82,0.561,120,31,62,217,0,590,1,26,94,24,13,57,1,7,0.143,84,200,0.42,0.413,195,3,7.4,0.411,1.6,2.9,0.561,4.3,1.1,2.2,7.8,21.1,1,0.9,3.4,0.9,0.5,2,0,0.3,0.143,3,7.1,0.42,0.413
0,0,0,0,0,0,1,0,26,200.66,95.25,2,39,70,493,1075,0.459,243,294,0.827,475,127,180,1321,0,2455,69,130,345,82,56,123,92,239,0.385,401,836,0.48,0.501,32,7,15.4,0.459,3.5,4.2,0.827,6.8,1.8,2.6,18.9,35.1,69,1.9,4.9,1.2,0.8,1.8,1.3,3.4,0.385,5.7,11.9,0.48,0.501
0,1,0,0,0,0,0,0,25,198.12,99.79,4,14,75,641,1438,0.446,276,410,0.673,438,232,206,1741,0,2877,75,105,333,97,37,167,183,477,0.384,458,961,0.477,0.509,14,8.5,19.2,0.446,3.7,5.5,0.673,5.8,3.1,2.7,23.2,38.4,75,1.4,4.4,1.3,0.5,2.2,2.4,6.4,0.384,6.1,12.8,0.477,0.509
0,1,0,0,0,0,0,0,28,205.74,106.14,5,127,56,297,600,0.495,121,170,0.712,353,79,171,720,0,1546,49,93,260,43,52,72,5,22,0.227,292,578,0.505,0.499,89,5.3,10.7,0.495,2.2,3,0.712,6.3,1.4,3.1,12.9,27.6,49,1.7,4.6,0.8,0.9,1.3,0.1,0.4,0.227,5.2,10.3,0.505,0.499
1,0,0,0,0,0,0,0,28,198.12,83.91,6,20,75,547,1170,0.468,347,403,0.861,282,285,232,1485,0,2763,75,75,207,59,15,159,44,129,0.341,503,1041,0.483,0.486,27,7.3,15.6,0.468,4.6,5.4,0.861,3.8,3.8,3.1,19.8,36.8,75,1,2.8,0.8,0.2,2.1,0.6,1.7,0.341,6.7,13.9,0.483,0.486
0,0,0,0,0,0,0,1,33,208.28,102.06,10,444,2,1,3,0.333,3,4,0.75,7,0,6,5,0,44,2,2,5,1,3,1,0,0,1,1,3,0.333,0.333,381,0.5,1.5,0.333,1.5,2,0.75,3.5,0,3,2.5,22,2,1,2.5,0.5,1.5,0.5,0,0,1,0.5,1.5,0.333,0.333
0,0,0,0,0,0,0,1,29,200.66,110.68,6,207,32,161,388,0.415,113,126,0.897,98,55,65,479,0,900,19,16,82,18,3,54,44,106,0.415,117,282,0.415,0.472,69,5,12.1,0.415,3.5,3.9,0.897,3.1,1.7,2,15,28.1,19,0.5,2.6,0.6,0.1,1.7,1.4,3.3,0.415,3.7,8.8,0.415,0.472
0,0,0,0,0,0,1,0,34,203.2,102.06,11,87,65,342,660,0.518,248,324,0.765,237,138,146,934,0,2009,64,53,184,61,25,144,2,12,0.167,340,648,0.525,0.52,74,5.3,10.2,0.518,3.8,5,0.765,3.6,2.1,2.2,14.4,30.9,64,0.8,2.8,0.9,0.4,2.2,0,0.2,0.167,5.2,10,0.525,0.52
0,0,0,0,0,0,1,0,23,203.2,113.4,0,245,17,44,83,0.53,35,44,0.795,63,5,35,123,0,222,0,21,42,3,11,18,0,0,0.409,44,83,0.53,0.53,236,2.6,4.9,0.53,2.1,2.6,0.795,3.7,0.3,2.1,7.2,13.1,0,1.2,2.5,0.2,0.6,1.1,0,0,0.25,2.6,4.9,0.53,0.53
0,0,1,0,0,0,0,0,27,215.9,115.67,5,361,43,37,78,0.474,10,27,0.37,168,12,124,84,0,701,43,59,109,10,67,40,0,0,1,37,78,0.474,0.474,403,0.9,1.8,0.474,0.2,0.6,0.37,3.9,0.3,2.9,2,16.3,43,1.4,2.5,0.2,1.6,0.9,0,0,1,0.9,1.8,0.474,0.474
